level,player_deck_hash,opponent_deck_hash,games,wins,losses,win_rate,wilson_lo,wilson_hi,confidence
EXACT,abf375974152bc4e,478924c6d1995606,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,37f2032236fb6baf,afaa4ac744b28ee5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,478924c6d1995606,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,b943fd9e7cc70064,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,890af7220ecf499d,afaa4ac744b28ee5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c9917240e9bd8067,abf375974152bc4e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,d19dd275a0b6998b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e34dae96b1984485,f90d43e354d19683,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,d19dd275a0b6998b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,a88ac606b2d71a36,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2603936f8d49f47b,797fcd4985090800,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,30d909f08c1a652e,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d19dd275a0b6998b,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d19dd275a0b6998b,219bb78661ad6ccd,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3fc2cb03df5b2747,58c4d89cf8edc355,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,46b184ae9968549d,61f90c30a060ef40,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,f5fadf03018935e6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,54454f5d1343798a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,37f2032236fb6baf,2603936f8d49f47b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,58c4d89cf8edc355,63cc39b3cfe59c37,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,0fe5bb1f17b6b854,e34dae96b1984485,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d19dd275a0b6998b,61f90c30a060ef40,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,6f38a6915ee11a29,61f90c30a060ef40,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,61c5f1394e265863,b43a53d96da0f0b5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b43a53d96da0f0b5,6f38a6915ee11a29,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,9043e889671bc0f6,fcac695071c3f3cf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,e9647ebbaa869e6b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e9647ebbaa869e6b,58c4d89cf8edc355,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b888258643d0b247,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b20e3e96100a11d5,61c5f1394e265863,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,54454f5d1343798a,61f90c30a060ef40,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,9043e889671bc0f6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,00932bb6c7f7e12a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a60edec4f2dfc3e5,2603936f8d49f47b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,00926e891310648e,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,104f0ed21c6e5b31,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,e9647ebbaa869e6b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3fe56fcd5e43bce7,00926e891310648e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,58c4d89cf8edc355,029019fef4a5042d,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3a9221cdc7ce6934,14db4b34cc8fbbb7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,61f90c30a060ef40,4fa2d13d3f52f835,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,a2a92c0b83d4b6c5,dc2ce39b94cbbb38,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3a9221cdc7ce6934,fc239cfea35c4828,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fb6d7f5767de6f81,a60edec4f2dfc3e5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3a9221cdc7ce6934,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3fe56fcd5e43bce7,a60edec4f2dfc3e5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,6f38a6915ee11a29,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a2a92c0b83d4b6c5,2dc0367808ff9740,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,50f4fed941e7bd61,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,4fa2d13d3f52f835,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0eb1f4f9633c4cd0,a6449dd6b7ace502,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4511e2f8da72f777,61f90c30a060ef40,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,56e7f229dce76854,fcac695071c3f3cf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,4511e2f8da72f777,58c4d89cf8edc355,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,6dda26bc0a584b26,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,3a9221cdc7ce6934,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a6449dd6b7ace502,5ef1f4c673271c4f,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,a6449dd6b7ace502,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fb6542fd45093b86,58c4d89cf8edc355,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fc239cfea35c4828,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,61f90c30a060ef40,fb6d7f5767de6f81,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f8dc4ccd39e98d12,58c4d89cf8edc355,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b43a53d96da0f0b5,fb6d7f5767de6f81,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,58c4d89cf8edc355,0eb1f4f9633c4cd0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8907612d396f895a,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,efd433b04c8c2099,58c4d89cf8edc355,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fb6d7f5767de6f81,58c4d89cf8edc355,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,37fabc1f62f64d07,2603936f8d49f47b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,6dda26bc0a584b26,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,efd433b04c8c2099,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,eaf1d2f9fc5cc13b,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,58c4d89cf8edc355,1a6bef5759001c56,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,890af7220ecf499d,b43a53d96da0f0b5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,7e52672c91577618,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fb6542fd45093b86,fb6d7f5767de6f81,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2dc0367808ff9740,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,4511e2f8da72f777,e34dae96b1984485,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,890af7220ecf499d,fcac695071c3f3cf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2603936f8d49f47b,fb6d7f5767de6f81,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,13ea47d998aa99fa,abf375974152bc4e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7e359b4676816133,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3c6df30f8a7a9ba8,fcac695071c3f3cf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,efd433b04c8c2099,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8be72bbfa0bafaff,fcac695071c3f3cf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,fb85400b6df83aa3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,888826866a5bccdd,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,1a6bef5759001c56,61f90c30a060ef40,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,bf4fd9046cb2d210,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,4511e2f8da72f777,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,30db1ee024042ec8,219bb78661ad6ccd,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e34dae96b1984485,2603936f8d49f47b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fc239cfea35c4828,079a59b4e50730a5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,b7308eebc0b485e6,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,45ba6b3928b96ea0,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,9dfcab39e3ed21bf,17e0e94afdf4984b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,219bb78661ad6ccd,e34dae96b1984485,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b7308eebc0b485e6,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,1a6bef5759001c56,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,338eafbad291cdbe,b43a53d96da0f0b5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b78aa05e94236e10,61f90c30a060ef40,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,ffb78ce042dc36d9,1e1aceae4b6358f6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,00ac5196e6530f86,17e0e94afdf4984b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,1e1aceae4b6358f6,4d503cd6c360c028,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,61f90c30a060ef40,7d60eec45120e5f0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b034cc9d268c1961,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,b034cc9d268c1961,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e34dae96b1984485,4d503cd6c360c028,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,2f94e9ff474c39a1,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d47d8a3b679e2d6f,fcac695071c3f3cf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,4d503cd6c360c028,0d18cb26af1f820a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,5ef1f4c673271c4f,0d18cb26af1f820a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4d503cd6c360c028,b78aa05e94236e10,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,058f82abd5449e39,3fe56fcd5e43bce7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b78aa05e94236e10,058f82abd5449e39,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c7178b65df7faade,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,37fabc1f62f64d07,fcac695071c3f3cf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d598b9166f5f51ae,dc2ce39b94cbbb38,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,37fabc1f62f64d07,4d503cd6c360c028,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3371c6e0d2105401,7d6f431b88be3307,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,671aea4c78b10f87,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,07ab87cf5acd3608,5ef1f4c673271c4f,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c4ebaf6e42fc8a2a,b78aa05e94236e10,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d47d8a3b679e2d6f,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c5c2d4ee92fd71f5,37f2032236fb6baf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b78aa05e94236e10,b82361d3db04432f,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c5c2d4ee92fd71f5,07ab87cf5acd3608,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c5c2d4ee92fd71f5,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,5b0df51eb3e5dafa,7d6f431b88be3307,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fb6d7f5767de6f81,f1b53d2f908f682e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fb6d7f5767de6f81,74f419fc4f947422,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3fe56fcd5e43bce7,b78aa05e94236e10,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e9bb6661a3de3f80,f1b53d2f908f682e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,4d503cd6c360c028,14db4b34cc8fbbb7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b78aa05e94236e10,7d6f431b88be3307,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,5b0df51eb3e5dafa,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,b5d70706436c5264,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,7076f6b88c1d7538,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,3371c6e0d2105401,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8945c20fc38af9f1,0eb1f4f9633c4cd0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,3fe56fcd5e43bce7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7d6f431b88be3307,3fe56fcd5e43bce7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,766ca153ce8e65d8,dc2ce39b94cbbb38,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,ffb78ce042dc36d9,0d18cb26af1f820a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2b38095c5eca59f6,058f82abd5449e39,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,ef078dead3d0980e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c1bdf4d2201556a3,b78aa05e94236e10,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f1b53d2f908f682e,b82361d3db04432f,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3fe56fcd5e43bce7,05d630ea10f7d16b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,ffb78ce042dc36d9,4d503cd6c360c028,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,7d6f431b88be3307,ffb78ce042dc36d9,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,8ce08ead92022fde,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,13ea47d998aa99fa,bc913d2ec5e06497,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f1b53d2f908f682e,13ea47d998aa99fa,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8ce08ead92022fde,d83b61b3461e6f3d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3371c6e0d2105401,c1bdf4d2201556a3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,11b04dcb725c356f,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c4ebaf6e42fc8a2a,c1bdf4d2201556a3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d83b61b3461e6f3d,e34dae96b1984485,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,d598b9166f5f51ae,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b78aa05e94236e10,19a01ac1cebb1e8b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,b42b2ee66670b06f,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bc913d2ec5e06497,fcac695071c3f3cf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,1d4926b966aa2486,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,8ce08ead92022fde,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,17d163ba9b2ec58c,f1b53d2f908f682e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,102b0ac263351177,f1b53d2f908f682e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,bc913d2ec5e06497,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c1bdf4d2201556a3,fcac695071c3f3cf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,61f90c30a060ef40,89c3e2c479a23d14,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,17d163ba9b2ec58c,19a01ac1cebb1e8b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2655572b2591c7f6,2b38095c5eca59f6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0d18cb26af1f820a,2b38095c5eca59f6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,0e8ba7dfa2b3a1b7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f8261f22b9cd0c48,e34dae96b1984485,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c1bdf4d2201556a3,102b0ac263351177,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d83b61b3461e6f3d,61f90c30a060ef40,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,438ae9574c66cf2b,0e8ba7dfa2b3a1b7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,9d6219ef6950f794,c1bdf4d2201556a3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2b38095c5eca59f6,07ab87cf5acd3608,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,0d18cb26af1f820a,4a256a933ac66a7b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,102b0ac263351177,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d5cacb6709e59f7a,de141cdc55266782,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3fe56fcd5e43bce7,c4ebaf6e42fc8a2a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,058f82abd5449e39,a77981dc1b5cc27c,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,19a01ac1cebb1e8b,0d18cb26af1f820a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4c5a6821e863e617,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,db7e43390449b177,dc2ce39b94cbbb38,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f1b53d2f908f682e,c1bdf4d2201556a3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d83b61b3461e6f3d,2655572b2591c7f6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a7d5394d86394bcd,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,19a01ac1cebb1e8b,37f2032236fb6baf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,a77981dc1b5cc27c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,b9d645da110e5c06,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,102b0ac263351177,19a01ac1cebb1e8b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,37f2032236fb6baf,058f82abd5449e39,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,07ab87cf5acd3608,fcac695071c3f3cf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c1dbf7dfcca53308,dc2ce39b94cbbb38,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f5fadf03018935e6,d83b61b3461e6f3d,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,5970215cd0f6968c,c4ebaf6e42fc8a2a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,1f8703b476d6d38a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,95af6e29bfb80f8c,a7d5394d86394bcd,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d83b61b3461e6f3d,b78aa05e94236e10,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a7d5394d86394bcd,fcac695071c3f3cf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,24d2f0bf0cee8dde,058f82abd5449e39,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,bb394cfcc536b3c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,058f82abd5449e39,3ee0afc0c1b58a95,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4a256a933ac66a7b,b43a53d96da0f0b5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,54a3f4c2301cdbd5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,40f1021085a61e0f,2655572b2591c7f6,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,5ef1f4c673271c4f,058f82abd5449e39,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,da98983292e95622,19a01ac1cebb1e8b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f1b53d2f908f682e,b0ac2e64118eeabf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d27ab9465febb3da,3ee0afc0c1b58a95,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,5ef1f4c673271c4f,14db4b34cc8fbbb7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,1b63cff39ca1b990,5391bfeaeabddaaa,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f5fadf03018935e6,fcac695071c3f3cf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,95af6e29bfb80f8c,3371c6e0d2105401,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,4ae75c6f572cbf5a,fcac695071c3f3cf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e97ea339c59eb7e9,d83b61b3461e6f3d,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c4ebaf6e42fc8a2a,fb6542fd45093b86,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,2759046d45c803ab,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a77981dc1b5cc27c,c1dbf7dfcca53308,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,450b46f82d284492,14db4b34cc8fbbb7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f8261f22b9cd0c48,89c3e2c479a23d14,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,14db4b34cc8fbbb7,f59e852fe5450580,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3ee0afc0c1b58a95,eb1222900df9baf0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,1b63cff39ca1b990,b0ac2e64118eeabf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,d562e376a3d71d6b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,061e24144a6ce11a,fcac695071c3f3cf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2e79a10ee3ba9449,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3a7349781963f0b1,2b38095c5eca59f6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f1b53d2f908f682e,d27ab9465febb3da,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d83b61b3461e6f3d,19a01ac1cebb1e8b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,5dc2661b39f914a2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,6c534f1524e51c74,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,22a47c5a1058b921,fcac695071c3f3cf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,0bf953f8612d58ea,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,1d74e3b00be01a64,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,6384bf64d82fbece,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
